unit,company,name,kind,risk_or_virtue_constancy,risk_or_virtue_constancy_score,risk_virtue_definition_similarity,risk_virtue_document_recurrence,risk_virtue_temporal_persistence,distinct_documents,years
category,Google,Malicious Training,risk,Variable,0.0926,0.3,0.1143,0.2,1,2026
category,Google,Misalignment,risk,Variable,0.187,0.038,0.3429,0.4,3,2016 2025
category,Google,Misinformation,risk,Variable,0.4445,0.2767,0.5714,0.6,5,2024 2025 2026
category,Google,Misuse,risk,Variable,0.3652,0.8335,0.2286,0.4,2,2025 2026
category,Google,Other: unsafe medical advice,risk,Variable,0.0926,0.3,0.1143,0.2,1,2025
category,Google,Over-refusal,risk,Constant,0.5208,0.2018,1.0,0.4,9,2024 2025
category,Google,Personality,risk,Variable,0.3866,0.4146,0.4571,0.2,4,2025
category,Google,Persuasion,risk,Variable,0.2656,0.0569,0.4571,0.4,4,2024 2025
category,Google,Privacy,risk,Constant,0.5587,0.1082,1.0,0.8,15,2016 2024 2025 2026
category,Google,Quality Loss,risk,Variable,0.1092,0.0,0.2286,0.4,2,2016 2025
category,Google,Representational Bias,risk,Variable,0.1861,0.2503,0.2286,0.4,2,2024 2025
category,Google,Reward Hacking,risk,Variable,0.136,0.0871,0.2286,0.4,2,2016 2025
category,Google,Safety,risk,Variable,0.3107,0.0682,0.5714,0.4,5,2024 2025
category,Google,Sexual Content,risk,Constant,0.6776,0.4614,1.0,0.6,13,2024 2025 2026
category,Google,Societal Risks,risk,Variable,0.0926,0.3,0.1143,0.2,1,2024
category,Google,Toxicity,risk,Variable,0.3928,0.0728,0.5714,0.8,5,2023 2024 2025 2026
category,Google,Violent Content,risk,Variable,0.3058,0.1462,0.4571,0.4,4,2024 2025
category,Google,Autonomy,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2016
category,Google,Compliance,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2024
category,Google,Corrigibility,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
category,Google,Factuality,virtue,Variable,0.1133,0.1021,0.2286,0.2,2,2025
category,Google,Fairness,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2026
category,Google,General Harms,virtue,Variable,0.1527,0.1414,0.2286,0.4,2,2024 2025
category,Google,Helpfulness,virtue,Variable,0.1092,0.0,0.2286,0.4,2,2024 2025
category,Google,Honesty,virtue,Variable,0.0819,0.0,0.2286,0.2,2,2025
category,Google,Non-accredited Knowledge,virtue,Variable,0.1228,0.0443,0.2286,0.4,2,2023 2025
category,Google,Other: refusal tone,virtue,Variable,0.3781,0.9643,0.2286,0.2,2,2025
category,Google,Political Bias,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
category,Google,Political Neutrality,virtue,Variable,0.2709,0.5264,0.2286,0.4,2,2024 2025
category,Google,Rhetoric,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2024
category,Google,Safety,virtue,Variable,0.3469,0.0599,0.5714,0.6,5,2024 2025 2026
category,Google,Transparency,virtue,Variable,0.0926,0.3,0.1143,0.2,1,2025
category,Meta,Abuse potential,risk,Constant,0.4827,0.023,1.0,1.0,3,2024 2026
category,Meta,Autonomy,risk,Variable,0.2958,0.0,0.6667,1.0,2,2024 2026
category,Meta,Bias,risk,Variable,0.2958,0.0,0.6667,1.0,2,2024 2026
category,Meta,CBRN,risk,Constant,0.5628,0.2297,1.0,1.0,3,2024 2026
category,Meta,Child Safety,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
category,Meta,Child Sexual Abuse,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
category,Meta,Cybersecurity,risk,Constant,0.4916,0.0462,1.0,1.0,3,2024 2026
category,Meta,Deception,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Falsehoods,risk,Constant,0.55,0.0,1.0,1.0,4,2024 2026
category,Meta,General Harms,risk,Variable,0.3065,0.035,0.6667,1.0,2,2024 2026
category,Meta,Hallucinations,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Harmful Content,risk,Constant,0.5933,0.0961,1.0,1.0,5,2024 2026
category,Meta,Jailbreaking,risk,Variable,0.2596,0.1044,0.6667,0.5,2,2026
category,Meta,Malicious Training,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Misalignment,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Multilingual incoherences,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
category,Meta,Over-refusal,risk,Constant,0.584,0.0756,1.0,1.0,4,2024 2026
category,Meta,Privacy,risk,Constant,0.5703,0.0452,1.0,1.0,4,2024 2026
category,Meta,Reward Hacking,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Safety,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Sycophancy,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Violent Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2024
category,Meta,Anti-discrimination,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Appropriate Harmlessness,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Compliance,virtue,Constant,0.4767,0.0077,1.0,1.0,3,2024 2026
category,Meta,Diversity,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Helpfulness,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2024
category,Meta,Honesty,virtue,Variable,0.2275,0.0,0.6667,0.5,2,2026
category,Meta,Other: model improvement from user interactions,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Meta,Personality,virtue,Variable,0.2545,0.0877,0.6667,0.5,2,2024
category,Meta,Political Neutrality,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2024
category,Meta,Safety,virtue,Constant,0.5912,0.0915,1.0,1.0,4,2024 2026
category,Microsoft,Abuse potential,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Bias,risk,Variable,0.4035,0.5729,0.6667,0.5,2,2026
category,Microsoft,Child Safety,risk,Variable,0.2653,0.1231,0.6667,0.5,2,2026
category,Microsoft,Copyright Infringement,risk,Variable,0.2488,0.0692,0.6667,0.5,2,2026
category,Microsoft,Cybersecurity,risk,Variable,0.2488,0.0692,0.6667,0.5,2,2026
category,Microsoft,Data curation,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Deception,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Discriminatory Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Encouraging Mental Illness,risk,Variable,0.2488,0.0692,0.6667,0.5,2,2026
category,Microsoft,Falsehoods,risk,Variable,0.2649,0.1215,0.6667,0.5,2,2026
category,Microsoft,General Harms,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Hallucinations,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Harmful Content,risk,Constant,0.4521,0.1663,1.0,0.5,3,2026
category,Microsoft,Illegal Activities,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Jailbreaking,risk,Constant,0.4869,0.2563,1.0,0.5,3,2026
category,Microsoft,Other: overreliance,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Privacy,risk,Variable,0.2672,0.1293,0.6667,0.5,2,2026
category,Microsoft,Sexual Content,risk,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Violent Content,risk,Variable,0.434,0.6722,0.6667,0.5,2,2026
category,Microsoft,Factuality,virtue,Variable,0.2275,0.0,0.6667,0.5,2,2026
category,Microsoft,Knowledge,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Language,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Reasoning,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Safety,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Microsoft,Writing,virtue,Variable,0.1515,0.3,0.3333,0.5,1,2026
category,Mistral AI,Abuse potential,risk,Constant,0.6327,0.3319,1.0,0.6667,4,2025 2026
category,Mistral AI,Bias,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,Mistral AI,Child Safety,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,Mistral AI,Cybersecurity,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,Mistral AI,Deception,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,Mistral AI,Factuality,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,Mistral AI,Falsehoods,risk,Variable,0.3204,0.2282,0.6667,0.6667,2,2025 2026
category,Mistral AI,General,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,Mistral AI,Harassment,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2023
category,Mistral AI,Harmful Content,risk,Constant,0.4833,0.0247,1.0,1.0,3,2023 2025 2026
category,Mistral AI,Illegal Activities,risk,Variable,0.2791,0.0939,0.6667,0.6667,2,2023 2025
category,Mistral AI,Jailbreaking,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,Mistral AI,Non-accredited Knowledge,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2023
category,Mistral AI,Privacy,risk,Constant,0.4747,0.2986,1.0,0.3333,3,2026
category,Mistral AI,General Harms,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,Mistral AI,Helpfulness,virtue,Variable,0.3027,0.1706,0.6667,0.6667,2,2025 2026
category,Mistral AI,Language,virtue,Variable,0.2727,0.0729,0.6667,0.6667,2,2025 2026
category,Mistral AI,Other: user-directed model adaptation,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,Mistral AI,Safety,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2023
category,OpenAI,Abuse potential,risk,Variable,0.3378,0.0211,0.557,0.6667,11,2022 2024 2025 2026
category,OpenAI,Autonomy,risk,Constant,0.5154,0.0712,1.0,0.6667,27,2023 2024 2025 2026
category,OpenAI,Bias,risk,Constant,0.5416,0.0554,1.0,0.8333,29,2022 2023 2024 2025 2026
category,OpenAI,CBRN,risk,Constant,0.5181,0.1513,1.0,0.5,28,2024 2025 2026
category,OpenAI,Child Safety,risk,Variable,0.2516,0.1007,0.3038,0.5,6,2023 2025 2026
category,OpenAI,Child Sexual Abuse,risk,Variable,0.3233,0.2158,0.4557,0.3333,9,2025 2026
category,OpenAI,Compliance,risk,Variable,0.1659,0.0235,0.2532,0.3333,5,2025 2026
category,OpenAI,Copyright Infringement,risk,Variable,0.1872,0.0362,0.2025,0.5,4,2022 2025 2026
category,OpenAI,Cybersecurity,risk,Constant,0.5498,0.0735,1.0,0.8333,34,2022 2023 2024 2025 2026
category,OpenAI,Data Destruction,risk,Variable,0.3156,0.3562,0.2532,0.3333,5,2025 2026
category,OpenAI,Deception,risk,Constant,0.498,0.0326,1.0,0.6667,26,2023 2024 2025 2026
category,OpenAI,Discriminatory Content,risk,Variable,0.4094,0.1456,0.5063,0.8333,10,2022 2023 2024 2025 2026
category,OpenAI,Encouraging Mental Illness,risk,Variable,0.4256,0.1375,0.6582,0.6667,13,2023 2024 2025 2026
category,OpenAI,Ethics,risk,Variable,0.0697,0.0,0.1013,0.3333,2,2024 2026
category,OpenAI,Factuality,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
category,OpenAI,Falsehoods,risk,Variable,0.1995,0.0243,0.2532,0.5,5,2022 2025 2026
category,OpenAI,General,risk,Variable,0.1617,0.0142,0.2532,0.3333,5,2025 2026
category,OpenAI,General Harms,risk,Variable,0.4455,0.0288,0.7595,0.8333,15,2022 2023 2024 2025 2026
category,OpenAI,Hallucinations,risk,Constant,0.4714,0.0817,0.8608,0.6667,17,2023 2024 2025 2026
category,OpenAI,Harassment,risk,Variable,0.3762,0.1112,0.4557,0.8333,9,2022 2023 2024 2025 2026
category,OpenAI,Harmful Content,risk,Constant,0.5448,0.1367,1.0,0.6667,34,2022 2024 2025 2026
category,OpenAI,Historical revisionism,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Illegal Activities,risk,Constant,0.4598,0.0606,0.7595,0.8333,15,2022 2023 2024 2025 2026
category,OpenAI,Incoherence,risk,Variable,0.108,0.0123,0.1519,0.3333,3,2024 2025
category,OpenAI,Incompleteness,risk,Variable,0.0878,0.0591,0.1013,0.3333,2,2024 2025
category,OpenAI,Jailbreaking,risk,Constant,0.5477,0.1431,1.0,0.6667,30,2023 2024 2025 2026
category,OpenAI,Malicious Training,risk,Variable,0.2652,0.0173,0.3544,0.6667,7,2019 2024 2025 2026
category,OpenAI,Misalignment,risk,Constant,0.5355,0.0419,1.0,0.8333,24,2022 2023 2024 2025 2026
category,OpenAI,Misinformation,risk,Variable,0.2919,0.0374,0.4051,0.6667,8,2022 2024 2025 2026
category,OpenAI,Misuse,risk,Variable,0.1609,0.0748,0.1519,0.5,3,2023 2024 2026
category,OpenAI,Monopoly,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Other: covert-channel-behavior,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Other: p-hacking,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
category,OpenAI,Other: unhealthy emotional dependence,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Over-refusal,risk,Variable,0.3523,0.0535,0.557,0.6667,11,2023 2024 2025 2026
category,OpenAI,Overreliance,risk,Variable,0.2906,0.3006,0.2532,0.3333,5,2025 2026
category,OpenAI,Persuasion,risk,Variable,0.4085,0.0995,0.6582,0.6667,13,2023 2024 2025 2026
category,OpenAI,Political Bias,risk,Variable,0.275,0.0391,0.3544,0.6667,7,2023 2024 2025 2026
category,OpenAI,Privacy,risk,Constant,0.5452,0.0633,1.0,0.8333,23,2022 2023 2024 2025 2026
category,OpenAI,Quality Loss,risk,Variable,0.2538,0.0268,0.4051,0.5,8,2019 2023 2025
category,OpenAI,Reasoning,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Representational Bias,risk,Variable,0.0863,0.0541,0.1013,0.3333,2,2022 2025
category,OpenAI,Reward Hacking,risk,Variable,0.2805,0.086,0.4051,0.5,8,2023 2025 2026
category,OpenAI,Safety,risk,Variable,0.0469,0.0,0.1013,0.1667,2,2025
category,OpenAI,Sexual Content,risk,Constant,0.5001,0.2243,0.7595,0.6667,15,2023 2024 2025 2026
category,OpenAI,Societal Risks,risk,Variable,0.0801,0.3,0.0506,0.1667,1,2026
category,OpenAI,Sycophancy,risk,Variable,0.248,0.0926,0.3038,0.5,6,2023 2025 2026
category,OpenAI,Toxicity,risk,Variable,0.0697,0.0,0.1013,0.3333,2,2022 2024
category,OpenAI,Violent Content,risk,Variable,0.4252,0.0972,0.7089,0.6667,14,2023 2024 2025 2026
category,OpenAI,Violent imagery,risk,Variable,0.2459,0.5735,0.1013,0.3333,2,2023 2026
category,OpenAI,Appropriate Harmlessness,virtue,Variable,0.0469,0.0,0.1013,0.1667,2,2025
category,OpenAI,Compliance,virtue,Variable,0.2512,0.2873,0.2532,0.1667,5,2025
category,OpenAI,Creativity,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Diversity,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
category,OpenAI,Factuality,virtue,Variable,0.1376,0.0,0.2025,0.3333,4,2022 2024
category,OpenAI,Fairness,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2026
category,OpenAI,Harmful Content,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2022
category,OpenAI,Harmlessness,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2022
category,OpenAI,Helpfulness,virtue,Variable,0.2489,0.0206,0.3038,0.6667,6,2022 2023 2025 2026
category,OpenAI,Honesty,virtue,Variable,0.1343,0.0801,0.1519,0.3333,3,2025 2026
category,OpenAI,Knowledge,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Language,virtue,Variable,0.0697,0.0,0.1013,0.3333,2,2024 2025
category,OpenAI,Non-accredited Knowledge,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2024
category,OpenAI,Other: interpretability,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Personality,virtue,Variable,0.1271,0.0617,0.1519,0.3333,3,2024 2025
category,OpenAI,Political Neutrality,virtue,Variable,0.1843,0.0298,0.2025,0.5,4,2023 2024 2026
category,OpenAI,Reasoning,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,OpenAI,Safety,virtue,Variable,0.3731,0.095,0.6582,0.5,13,2024 2025 2026
category,OpenAI,Transparency,virtue,Variable,0.0801,0.3,0.0506,0.1667,1,2025
category,xAI,Abuse potential,risk,Variable,0.3732,0.0369,1.0,0.3333,3,2025
category,xAI,Autonomy,risk,Constant,0.4748,0.1292,1.0,0.3333,5,2025
category,xAI,CBRN,risk,Constant,0.4783,0.1369,1.0,0.3333,7,2025
category,xAI,Child Safety,risk,Variable,0.2212,0.0535,0.6667,0.3333,2,2025
category,xAI,Compliance,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,xAI,Cybersecurity,risk,Constant,0.514,0.2162,1.0,0.3333,7,2025
category,xAI,Deception,risk,Constant,0.5484,0.2928,1.0,0.3333,7,2025
category,xAI,Factuality,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2026
category,xAI,Falsehoods,risk,Variable,0.2379,0.1078,0.6667,0.3333,2,2025
category,xAI,General,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,xAI,General Harms,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,xAI,Hallucinations,risk,Variable,0.2503,0.0,0.6667,0.6667,2,2025 2026
category,xAI,Harmful Content,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,xAI,Jailbreaking,risk,Constant,0.5837,0.223,1.0,0.6667,6,2025 2026
category,xAI,Misalignment,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,xAI,Misuse,risk,Variable,0.2241,0.063,0.6667,0.3333,2,2025
category,xAI,Persuasion,risk,Constant,0.6927,0.6134,1.0,0.3333,4,2025
category,xAI,Political Bias,risk,Variable,0.2048,0.0,0.6667,0.3333,2,2025
category,xAI,Privacy,risk,Variable,0.3922,0.0858,1.0,0.3333,3,2025
category,xAI,Sycophancy,risk,Constant,0.5245,0.2396,1.0,0.3333,6,2025
category,xAI,Toxicity,risk,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,xAI,Helpfulness,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2025
category,xAI,Personality,virtue,Variable,0.1371,0.3,0.3333,0.3333,1,2026
